날짜,요일,식사구분,메뉴번호,메뉴명,음식분류,칼로리(kcal),단백질(g),지방(g),탄수화물(g),나트륨(mg),당류(g),식이섬유(g),콜레스테롤(mg),포화지방(g),원산지,보관방법,알레르기유발물질,비고
2026-04-19,일,중식,4,양배추무침,부찬,80,15.8,21.7,5,193,6.4,1.3,40,7.5,국내산,냉동보관,없음,
2026-04-19,일,중식,5,두부부침,부찬,65,20.4,22.9,5,679,3.2,3.6,101,6.9,국내산,냉장보관,없음,
2026-04-19,일,중식,6,총각김치,김치류,-1,6,20.8,5,180,12.1,5.7,31,6.3,국내산,상온보관,대두,
2026-04-19,일,중식,7,오이소박이,김치류,-3,23.6,18.5,5,485,2.5,5,32,6.9,국내산,상온보관,"대두,밀",
2026-04-19,일,중식,8,수정과,후식/음료,66,33.5,15.1,5,584,9.2,2.4,16,7.8,국내산,냉장보관,"난류,밀,대두",
2026-04-19,일,석식,1,찰밥,주식,344,9,18,36.5,168,9.9,3.9,17,4.5,국내산,상온보관,"밀,계란,대두",
2026-04-19,일,석식,2,북어국,국/찌개,51,31.4,16,5,438,15,4.1,105,3.2,국내산,냉동보관,없음,
2026-04-19,일,석식,3,고등어조림,주찬,252,5.6,23.9,5,281,4.7,4.9,14,8,국내산,냉동보관,"밀,계란,대두",
2026-04-19,일,석식,4,도라지무침,부찬,82,8.4,13.6,5,398,11.3,3.7,119,7.3,중국산,상온보관,대두,
2026-04-19,일,석식,5,표고버섯볶음,부찬,106,7.3,24.5,5,290,6,2.6,60,4.4,국내산,냉동보관,"우유,계란",
2026-04-19,일,석식,6,갓김치,김치류,-9,19,19.7,5,195,10.4,3.2,42,7.3,국내산,상온보관,"밀,계란,대두",
2026-04-19,일,석식,7,오이소박이,김치류,40,8.4,16.1,5,614,14.9,4.7,33,5.7,국내산,상온보관,없음,
2026-04-19,일,석식,8,수정과,후식/음료,104,10.9,17.5,5,521,13.7,1.3,14,1.9,미국산,냉동보관,없음,
2026-04-20,월,조식,1,흑미밥,주식,380,26.7,15.6,33.2,484,13.8,0.6,30,5.6,국내산,냉장보관,"계란,밀",
2026-04-20,월,조식,2,부대찌개,국/찌개,98,27,8.6,5,657,2,1.9,59,1.8,국내산,냉장보관,"계란,밀",
2026-04-20,월,조식,3,닭찜,주찬,276,16,22.6,5,720,3.3,3.2,97,0.9,호주산,상온보관,"우유,계란",
2026-04-20,월,조식,4,도라지무침,부찬,88,7.3,15.3,5,692,13.4,4.8,41,2.7,국내산,냉장보관,"밀,계란,대두",
2026-04-20,월,조식,5,계란부침,부찬,74,6.9,3.1,5,844,5.7,3.8,76,6.2,국내산,상온보관,"대두,밀",
2026-04-20,월,조식,6,백김치,김치류,43,23,23.3,5,360,11,3.4,39,0.8,중국산,냉동보관,우유,
2026-04-20,월,조식,7,열무김치,김치류,-5,13.5,16.1,5,228,8.3,1.3,11,7.8,국내산,냉동보관,"계란,밀",
2026-04-20,월,조식,8,수정과,후식/음료,72,14.2,15,5,236,13.7,1.9,63,4.4,국내산,냉동보관,없음,
2026-04-20,월,중식,1,오곡밥,주식,374,6.7,22.3,36.6,216,7.8,2.5,32,6.9,국내산,냉동보관,"대두,밀",
2026-04-20,월,중식,2,두부된장찌개,국/찌개,108,31.5,7.9,5,800,9.5,4.2,120,0.7,중국산,냉동보관,"우유,계란",
2026-04-20,월,중식,3,돼지불고기,주찬,231,24.2,22.7,5,774,2.7,0.6,10,5.7,국내산,상온보관,없음,
2026-04-20,월,중식,4,고사리나물,부찬,34,33.9,8.3,5,609,12.2,5.6,52,3.6,국내산,상온보관,"대두,밀",
2026-04-20,월,중식,5,멸치볶음,부찬,81,24.3,15.3,5,811,4.8,2.9,94,3.3,미국산,냉동보관,우유,
2026-04-20,월,중식,6,깍두기,김치류,40,30.4,14.9,5,476,9.2,2.8,33,1.2,호주산,상온보관,"난류,밀,대두",
2026-04-20,월,중식,7,깍두기,김치류,3,28,13.8,5,421,14.3,2.1,106,0.6,국내산,상온보관,"계란,밀",
2026-04-20,월,중식,8,과일(오렌지),후식/음료,90,5.1,17.1,5,435,10.3,2.4,93,7.8,국내산,냉장보관,없음,
2026-04-20,월,석식,1,오곡밥,주식,350,28.1,10.3,36.2,257,11.9,4.1,52,6.1,중국산,상온보관,"밀,계란,대두",
2026-04-20,월,석식,2,소고기뭇국,국/찌개,53,20.9,19.7,5,590,6.4,1.2,101,7,국내산,상온보관,없음,
2026-04-20,월,석식,3,멸치볶음,주찬,263,23.9,23,5,205,2,5.7,92,7.1,미국산,냉장보관,없음,
2026-04-20,월,석식,4,도라지무침,부찬,30,7.8,9.1,5,869,4.8,1.8,13,2,호주산,상온보관,대두,
2026-04-20,월,석식,5,표고버섯볶음,부찬,80,24.9,14.5,5,259,7.1,0.6,76,7.6,국내산,상온보관,"난류,밀,대두",
2026-04-20,월,석식,6,백김치,김치류,-2,31.3,6.5,5,280,11.8,3.7,29,7.8,미국산,상온보관,없음,
2026-04-20,월,석식,7,갓김치,김치류,39,10.5,6.5,5,645,11.2,5.3,111,3.2,국내산,냉장보관,없음,
2026-04-20,월,석식,8,수정과,후식/음료,96,5.1,18.5,5,208,5.4,4.8,44,4.9,국내산,냉동보관,"난류,대두,밀,새우",
2026-04-21,화,조식,1,찰밥,주식,374,22.1,18.2,30.5,383,11,3,32,6.1,미국산,상온보관,"난류,대두,밀,새우",
2026-04-21,화,조식,2,콩나물해장국,국/찌개,51,12.5,4.1,5,776,11.7,5.7,18,1.3,국내산,냉장보관,"밀,계란,대두",
2026-04-21,화,조식,3,멸치볶음,주찬,222,31.5,14.1,5,460,4.2,3.6,22,1,국내산,냉장보관,"밀,계란,대두",
2026-04-21,화,조식,4,당근무침,부찬,84,17.5,3.2,5,729,11.5,4.9,95,6.8,국내산,상온보관,"대두,밀",
2026-04-21,화,조식,5,두부부침,부찬,68,8.1,6.8,5,798,2.5,0.8,57,6.4,국내산,냉장보관,"난류,대두,밀,새우",
2026-04-21,화,조식,6,깍두기,김치류,31,16,15.7,5,764,1.6,1.5,48,4.8,국내산,냉동보관,"계란,밀",
2026-04-21,화,조식,7,백김치,김치류,8,15.2,15,5,502,10.6,5,63,1.1,국내산,상온보관,"밀,계란,대두",
2026-04-21,화,조식,8,쿨피스,후식/음료,104,20.4,11.5,5,799,3.9,1.9,116,3.7,국내산,냉장보관,없음,
2026-04-21,화,중식,1,찰밥,주식,321,14.4,15.7,30.5,739,5.5,3.3,57,4.2,국내산,냉장보관,없음,
2026-04-21,화,중식,2,감자국,국/찌개,87,23.6,18.7,5,554,11.8,5.7,23,6.5,중국산,냉장보관,"난류,대두,밀,새우",
2026-04-21,화,중식,3,고등어조림,주찬,260,15.1,15.7,14.6,368,9.3,5.6,102,5.2,국내산,상온보관,없음,
2026-04-21,화,중식,4,당근무침,부찬,49,8.1,18.3,5,630,9.9,1.9,68,5.9,국내산,냉장보관,우유,
2026-04-21,화,중식,5,연근조림,부찬,84,34.2,13.7,5,537,13.9,1.7,57,4,중국산,냉동보관,없음,
2026-04-21,화,중식,6,열무김치,김치류,24,28.3,13.3,5,261,10.9,2.5,52,0.9,국내산,냉장보관,대두,
2026-04-21,화,중식,7,배추김치,김치류,42,30.3,8.1,5,852,14.7,2,35,2.1,국내산,냉장보관,없음,
2026-04-21,화,중식,8,과일(수박),후식/음료,96,21.1,13.3,5,895,2.9,1,49,6.3,국내산,냉동보관,"밀,계란,대두",
2026-04-21,화,석식,1,보리밥,주식,373,5.5,9,67.5,780,14.9,4.3,98,3.5,국내산,냉동보관,"계란,밀",
2026-04-21,화,석식,2,감자국,국/찌개,109,32.1,9.2,5,210,3.6,1.5,71,3.1,국내산,냉장보관,"밀,계란,대두",
2026-04-21,화,석식,3,쇠고기장조림,주찬,224,28.9,3.1,20.1,379,6.4,3.9,75,1.4,국내산,냉장보관,없음,
2026-04-21,화,석식,4,가지나물,부찬,77,29.1,21.9,5,742,8,2.5,1,1.6,국내산,냉장보관,없음,
2026-04-21,화,석식,5,멸치볶음,부찬,98,11.6,5.9,5,870,11.7,4.8,55,3.8,국내산,냉장보관,"난류,대두,밀,새우",
2026-04-21,화,석식,6,오이소박이,김치류,45,21.7,24.3,5,422,9.2,4.3,33,4.4,국내산,냉장보관,없음,
2026-04-21,화,석식,7,오이소박이,김치류,-7,33.7,14.4,5,891,2.7,2.7,28,2.1,국내산,냉장보관,없음,
2026-04-21,화,석식,8,두유,후식/음료,60,16.3,8.9,5,769,8.4,4,24,6.1,국내산,상온보관,없음,
2026-04-22,수,조식,1,팥밥,주식,337,34.6,7,33.9,336,10.4,5.5,73,5.1,국내산,냉동보관,우유,
2026-04-22,수,조식,2,김치찌개,국/찌개,81,16.8,14.2,5,817,14.7,2.2,114,1.8,미국산,냉장보관,우유,
2026-04-22,수,조식,3,삼치구이,주찬,257,19.5,16.5,7.6,457,7.7,3.1,46,7.1,호주산,냉장보관,"우유,계란",
2026-04-22,수,조식,4,무생채,부찬,54,21.5,24.9,5,333,4.7,0.8,9,4.5,미국산,냉장보관,없음,
2026-04-22,수,조식,5,풋고추볶음,부찬,107,14.7,22.1,5,630,10.2,3.1,48,6.1,국내산,상온보관,"난류,밀,대두",
2026-04-22,수,조식,6,석박지,김치류,0,29.1,18.8,5,665,8.7,5.8,106,1,중국산,상온보관,"우유,계란",
2026-04-22,수,조식,7,열무김치,김치류,32,14.3,6.2,5,618,1.3,2.4,24,3,호주산,냉장보관,"계란,밀",
2026-04-22,수,조식,8,쿨피스,후식/음료,69,31.5,4.4,5,545,9.6,5,106,4.6,중국산,냉장보관,"계란,밀",
2026-04-22,수,중식,1,기장밥,주식,373,6,7.1,71.3,232,15,3.1,36,2.4,국내산,상온보관,"우유,계란",
2026-04-22,수,중식,2,콩나물해장국,국/찌개,93,15.1,19.5,5,632,10.2,3.8,46,0.5,국내산,냉동보관,"밀,계란,대두",
2026-04-22,수,중식,3,소시지볶음,주찬,269,17,3.3,42.8,191,1.5,4.4,2,6.1,국내산,상온보관,없음,
2026-04-22,수,중식,4,무생채,부찬,31,24.2,15.5,5,623,3.8,5.5,11,1.7,호주산,냉장보관,없음,
2026-04-22,수,중식,5,당근조림,부찬,57,34.9,24.8,5,246,8.3,0.6,60,7.2,국내산,냉장보관,없음,
2026-04-22,수,중식,6,백김치,김치류,-8,32.2,10.4,5,165,1.4,3.2,40,2.7,중국산,냉장보관,없음,
2026-04-22,수,중식,7,백김치,김치류,-1,17.1,9.1,5,515,10.3,1.8,25,2.3,미국산,냉장보관,"밀,대두,새우",
2026-04-22,수,중식,8,아이스크림,후식/음료,64,5.2,17.8,5,716,6.8,3,98,1.3,호주산,냉동보관,"계란,밀",
2026-04-22,수,석식,1,오곡밥,주식,362,10.6,4.1,70.7,716,14.7,5.9,89,2.8,국내산,상온보관,"밀,대두,새우",
2026-04-22,수,석식,2,북어국,국/찌개,81,27.3,21.7,5,206,1.5,2.6,29,7.3,미국산,상온보관,없음,
2026-04-22,수,석식,3,닭갈비,주찬,253,16.7,7.1,30.6,465,9,3.1,4,3.2,미국산,상온보관,"밀,대두,새우",
2026-04-22,수,석식,4,오이무침,부찬,57,15.9,6,5,766,4.3,2.8,28,7.7,중국산,냉장보관,없음,
2026-04-22,수,석식,5,멸치볶음,부찬,51,10.1,19.8,5,442,11.2,5.4,72,2.2,국내산,냉장보관,우유,
2026-04-22,수,석식,6,백김치,김치류,-4,23.1,22.4,5,640,5.5,2.6,3,6.7,미국산,냉장보관,없음,
2026-04-22,수,석식,7,총각김치,김치류,31,14.7,3.9,5,209,2.9,3.9,109,3.8,국내산,냉장보관,"대두,밀",
2026-04-22,수,석식,8,젤리,후식/음료,98,10.8,9,5,518,6.3,1.3,24,6.4,국내산,상온보관,없음,
2026-04-23,목,조식,1,콩밥,주식,345,33.1,5.5,40.8,412,10.6,0.6,32,7.2,국내산,냉동보관,대두,
2026-04-23,목,조식,2,감자국,국/찌개,85,24.8,16.7,5,595,6.1,3.4,80,2.8,호주산,상온보관,없음,
2026-04-23,목,조식,3,돼지불고기,주찬,269,10.3,25,5,528,9,3.4,60,6.3,미국산,냉장보관,"우유,계란",
2026-04-23,목,조식,4,양배추무침,부찬,52,34.6,16.2,5,276,3.7,4.6,41,2.8,국내산,상온보관,"밀,대두,새우",
2026-04-23,목,조식,5,버섯볶음,부찬,105,26.7,8.6,5,559,4.3,2.3,107,6,국내산,냉장보관,"난류,밀,대두",
2026-04-23,목,조식,6,갓김치,김치류,-5,12.1,21.7,5,735,10.8,3.8,9,1.5,국내산,냉장보관,"계란,밀",
2026-04-23,목,조식,7,열무김치,김치류,34,18.7,3.2,5,671,8.9,1.8,25,2.3,국내산,냉장보관,"계란,밀",
2026-04-23,목,조식,8,과일(사과),후식/음료,79,15.3,14.9,5,840,8.7,4,85,1.9,국내산,상온보관,우유,
2026-04-23,목,중식,1,현미밥,주식,349,6.9,20.1,35.1,616,8,2,56,5.3,국내산,냉장보관,"대두,밀",
2026-04-23,목,중식,2,콩나물국,국/찌개,67,21.6,23.5,5,230,3.1,2.1,66,1.9,호주산,냉장보관,"난류,대두,밀,새우",
2026-04-23,목,중식,3,참치전,주찬,228,10.8,10.8,21.9,623,6.9,3,73,6.7,미국산,상온보관,없음,
2026-04-23,목,중식,4,도라지무침,부찬,51,17.2,14.2,5,869,14.3,3.7,118,5.3,호주산,상온보관,없음,
2026-04-23,목,중식,5,풋고추볶음,부찬,76,18.2,15.5,5,208,6.8,2,46,6.1,중국산,냉동보관,"대두,밀",
2026-04-23,목,중식,6,깍두기,김치류,42,31.9,16.6,5,612,7,5.5,103,1.7,국내산,냉장보관,없음,
2026-04-23,목,중식,7,파김치,김치류,16,34.4,6.3,5,437,12.8,2.6,115,2.3,국내산,냉장보관,없음,
2026-04-23,목,중식,8,음료수(포카리),후식/음료,118,32.3,16,5,465,10.8,3.8,68,4.4,국내산,냉장보관,대두,
2026-04-23,목,석식,1,팥밥,주식,366,21.2,19.4,26.6,730,14.5,1.5,89,7.6,중국산,냉장보관,"밀,계란,대두",
2026-04-23,목,석식,2,황태해장국,국/찌개,72,12.4,15.5,5,547,8.6,1.9,29,5.3,국내산,상온보관,"난류,대두,밀,새우",
2026-04-23,목,석식,3,낙지볶음,주찬,232,14.7,24.9,5,248,12.6,0.7,8,2,국내산,냉장보관,"난류,밀,대두",
2026-04-23,목,석식,4,무생채,부찬,46,16.4,12.9,5,487,9.5,4.2,86,1.9,호주산,상온보관,"밀,계란,대두",
2026-04-23,목,석식,5,감자조림,부찬,50,29.7,15.6,5,419,10.6,0.8,64,1.1,호주산,상온보관,"우유,계란",
2026-04-23,목,석식,6,백김치,김치류,41,15.3,15.9,5,717,6.6,3.8,104,2.8,국내산,상온보관,"대두,밀",
2026-04-23,목,석식,7,배추김치,김치류,-15,27.9,3.8,5,640,11.3,2.1,38,2.5,국내산,상온보관,"대두,밀",
2026-04-23,목,석식,8,젤리,후식/음료,99,27.6,6.2,5,535,8,5.2,52,2.5,호주산,상온보관,"대두,밀",
2026-04-24,금,조식,1,찰밥,주식,363,15.9,8.6,55.5,780,6.7,1,35,4.9,국내산,냉동보관,없음,
2026-04-24,금,조식,2,된장찌개,국/찌개,92,31.3,15.8,5,647,6.5,2.9,10,0.8,미국산,상온보관,대두,
2026-04-24,금,조식,3,삼치구이,주찬,231,18.7,11.8,12.5,401,12.6,5.6,96,7.6,국내산,상온보관,"우유,계란",
2026-04-24,금,조식,4,콩나물무침,부찬,34,8.5,22,5,861,13.8,1.3,117,1.2,국내산,상온보관,"밀,대두,새우",
2026-04-24,금,조식,5,호박볶음,부찬,72,14.2,10.9,5,517,8.2,1.4,66,1.9,국내산,냉장보관,없음,
2026-04-24,금,조식,6,깍두기,김치류,-9,29.7,3.2,5,465,3.9,2.7,88,6.1,미국산,냉장보관,없음,
2026-04-24,금,조식,7,총각김치,김치류,-3,13,22.9,5,217,9.4,2.4,28,7.5,국내산,냉동보관,없음,
2026-04-24,금,조식,8,쿨피스,후식/음료,64,14.9,23.2,5,739,14.3,0.9,104,7.6,국내산,냉장보관,"계란,밀",
2026-04-24,금,중식,1,현미밥,주식,320,19.5,3,53.8,227,3.9,0.9,85,2.9,미국산,냉동보관,대두,
2026-04-24,금,중식,2,된장찌개,국/찌개,96,31.4,10.3,5,583,2.1,4,94,0.6,호주산,냉장보관,"대두,밀",
2026-04-24,금,중식,3,오리불고기,주찬,226,23.3,24.8,5,522,10.9,3.8,22,7.1,국내산,상온보관,"밀,대두,새우",
2026-04-24,금,중식,4,취나물,부찬,76,29.8,3.2,5,607,6.2,4.4,112,4.8,국내산,냉장보관,없음,
2026-04-24,금,중식,5,호박볶음,부찬,63,11.1,18.3,5,554,1.8,2,21,0.6,미국산,상온보관,없음,
2026-04-24,금,중식,6,열무김치,김치류,24,13.8,24,5,191,9.8,3.3,76,1.2,국내산,냉장보관,우유,
2026-04-24,금,중식,7,열무김치,김치류,-14,19.6,16.8,5,208,14.2,5.6,51,2.2,국내산,상온보관,우유,
2026-04-24,금,중식,8,과일(바나나),후식/음료,106,14.4,24.5,5,693,6.9,1,34,1.5,국내산,냉동보관,없음,
2026-04-24,금,석식,1,잡곡밥,주식,327,10.3,15.6,36.4,333,12.8,3.5,41,2.9,호주산,상온보관,우유,금요특식
2026-04-24,금,석식,2,콩나물국,국/찌개,84,21.5,15.2,5,575,2,0.8,89,5.3,국내산,상온보관,"밀,대두,새우",금요특식
2026-04-24,금,석식,3,닭강정,주찬,265,11.2,10.7,31,355,4.1,5.4,116,3.6,국내산,상온보관,"우유,계란",금요특식
2026-04-24,금,석식,4,고사리나물,부찬,77,34.8,18.3,5,790,6.9,6,78,4.7,국내산,냉장보관,"밀,계란,대두",금요특식
2026-04-24,금,석식,5,호박볶음,부찬,81,26.3,14.7,5,815,5.3,3.7,117,4.8,호주산,냉장보관,대두,금요특식
2026-04-24,금,석식,6,보쌈김치,김치류,19,24.2,11.7,5,172,1.8,1.7,49,4,중국산,냉장보관,없음,금요특식
2026-04-24,금,석식,7,파김치,김치류,10,18.9,19.6,5,213,9.9,2,51,6.7,국내산,냉장보관,우유,금요특식
2026-04-24,금,석식,8,요구르트,후식/음료,103,5.5,11.5,5,399,9.5,0.6,87,3.7,국내산,냉장보관,"밀,대두,새우",금요특식
2026-04-25,토,조식,1,현미밥,주식,337,7.7,6.4,62.1,638,6.2,1,52,1.7,미국산,냉동보관,없음,
2026-04-25,토,조식,2,콩나물해장국,국/찌개,61,34.3,10.5,5,728,4.3,0.6,25,1.9,국내산,냉장보관,대두,
2026-04-25,토,조식,3,제육볶음,주찬,235,11.7,14.1,15.3,810,8.5,0.5,28,1.7,국내산,냉장보관,"난류,대두,밀,새우",
2026-04-25,토,조식,4,오이무침,부찬,41,31.4,6.3,5,296,13.5,5.7,31,3.5,국내산,냉장보관,"난류,대두,밀,새우",
2026-04-25,토,조식,5,버섯볶음,부찬,56,21.5,11.7,5,694,3.6,4.7,2,4.7,국내산,냉장보관,"난류,밀,대두",
2026-04-25,토,조식,6,오이소박이,김치류,19,9.8,11.2,5,847,9.7,1.5,41,0.8,국내산,상온보관,"대두,밀",
2026-04-25,토,조식,7,열무김치,김치류,38,19.7,22.8,5,319,12.5,1,119,7.3,미국산,상온보관,"대두,밀",
2026-04-25,토,조식,8,아이스크림,후식/음료,97,17.9,4.1,5,829,11.8,2.6,9,1.7,국내산,냉장보관,"밀,계란,대두",
2026-04-25,토,중식,1,찰밥,주식,346,10.4,13.5,45.7,695,10.6,3.1,12,5.3,미국산,냉장보관,없음,
2026-04-25,토,중식,2,미역국,국/찌개,91,16.9,19.7,5,553,2.1,3.4,113,7.1,국내산,상온보관,"우유,계란",
2026-04-25,토,중식,3,생선까스,주찬,243,29,14.3,5,865,8.7,4.2,90,1.9,미국산,냉장보관,"난류,밀,대두",
2026-04-25,토,중식,4,콩나물무침,부찬,54,18.6,21.7,5,391,10.2,3.7,28,4.5,국내산,냉동보관,없음,
2026-04-25,토,중식,5,표고버섯볶음,부찬,56,5.2,6.2,5,690,4.7,5.7,12,0.8,국내산,냉장보관,"난류,대두,밀,새우",
2026-04-25,토,중식,6,열무김치,김치류,-9,19.5,16.7,5,824,14.7,4.3,107,2.4,국내산,상온보관,"난류,밀,대두",
2026-04-25,토,중식,7,오이소박이,김치류,18,28.5,20.8,5,340,14.1,0.9,47,0.7,국내산,냉장보관,없음,
2026-04-25,토,중식,8,음료수(포카리),후식/음료,78,32,19.8,5,376,6.8,1.3,57,5.5,미국산,상온보관,"난류,대두,밀,새우",
2026-04-25,토,석식,1,기장밥,주식,343,15.1,16.2,34.2,422,2.1,1.5,110,2.9,국내산,상온보관,없음,
2026-04-25,토,석식,2,된장찌개,국/찌개,70,12.5,24.2,5,867,10.6,4,37,1,국내산,상온보관,없음,
2026-04-25,토,석식,3,고등어조림,주찬,235,19.7,9.7,17.2,198,2.8,2,49,2.4,중국산,냉장보관,우유,
2026-04-25,토,석식,4,무생채,부찬,83,19.9,16.7,5,696,6.4,1.5,94,7.9,국내산,상온보관,"대두,밀",
2026-04-25,토,석식,5,어묵조림,부찬,80,10.9,7.2,5,381,2.9,2.8,109,6.5,국내산,냉동보관,없음,
2026-04-25,토,석식,6,보쌈김치,김치류,-6,5.5,11.6,5,793,8.4,3.8,107,6.9,호주산,냉장보관,"대두,밀",
2026-04-25,토,석식,7,백김치,김치류,11,22.4,23.2,5,554,6.6,3,95,2.5,국내산,냉동보관,없음,
2026-04-25,토,석식,8,젤리,후식/음료,68,16,13.7,5,313,6.3,0.6,86,6.5,국내산,상온보관,"밀,대두,새우",
2026-04-26,일,조식,1,찰밥,주식,334,9.4,9.4,52.9,726,3.8,0.6,110,5,국내산,냉장보관,없음,
2026-04-26,일,조식,2,동태찌개,국/찌개,60,20.9,10.1,5,190,5.4,1.8,27,3,국내산,냉장보관,"대두,밀",
2026-04-26,일,조식,3,제육볶음,주찬,234,29.3,13.1,5,612,8.7,1.3,110,2.9,국내산,상온보관,대두,
2026-04-26,일,조식,4,깻잎무침,부찬,72,18.4,17.6,5,718,5.9,4.4,15,5.3,국내산,냉동보관,"대두,밀",
2026-04-26,일,조식,5,콩조림,부찬,64,10.6,12.4,5,352,11.2,4.7,45,6.4,국내산,상온보관,"계란,밀",
2026-04-26,일,조식,6,오이소박이,김치류,7,29.6,19.7,5,194,10.5,0.8,57,6,국내산,상온보관,"밀,대두,새우",
2026-04-26,일,조식,7,백김치,김치류,9,31.2,3.3,5,341,1.4,1.2,14,3.6,국내산,상온보관,"대두,밀",
2026-04-26,일,조식,8,젤리,후식/음료,110,17.6,7.5,5,300,14.7,4.2,25,7.2,국내산,냉장보관,없음,
2026-04-26,일,중식,1,팥밥,주식,325,17.1,7,48.4,783,3.4,4.1,90,0.9,미국산,상온보관,없음,
2026-04-26,일,중식,2,설렁탕,국/찌개,88,28.2,12.7,5,743,7.1,2.8,12,7.6,국내산,상온보관,대두,
2026-04-26,일,중식,3,쇠고기장조림,주찬,245,22.4,24.3,5,717,11,1.3,48,2,국내산,냉장보관,"밀,계란,대두",
2026-04-26,일,중식,4,취나물,부찬,31,33,8,5,402,12.3,1.7,100,1.9,미국산,냉장보관,없음,
2026-04-26,일,중식,5,두부부침,부찬,66,6.5,9.2,5,446,4.9,1.5,10,0.5,국내산,상온보관,우유,
2026-04-26,일,중식,6,총각김치,김치류,50,16.3,15.9,5,599,6.2,3.5,21,0.8,중국산,냉장보관,"계란,밀",
2026-04-26,일,중식,7,배추김치,김치류,45,18.2,12.7,5,412,13.1,5.8,9,1.6,국내산,상온보관,"밀,계란,대두",
2026-04-26,일,중식,8,요구르트,후식/음료,83,19.6,18.4,5,690,13.5,1.4,1,4.2,국내산,상온보관,"우유,계란",
2026-04-26,일,석식,1,쌀밥,주식,320,29.9,17.1,11.6,510,8.7,1.5,104,3.7,미국산,냉장보관,우유,
2026-04-26,일,석식,2,된장찌개,국/찌개,85,13.3,16.3,5,722,10.5,0.9,83,4.4,국내산,냉장보관,"밀,계란,대두",
2026-04-26,일,석식,3,멸치볶음,주찬,235,12.3,14.7,13.4,854,8.7,2.2,103,4.2,국내산,냉장보관,"계란,밀",
2026-04-26,일,석식,4,상추무침,부찬,32,23.6,22.4,5,472,1.5,4.3,3,5.6,국내산,상온보관,"대두,밀",
2026-04-26,일,석식,5,콩조림,부찬,86,20.4,24,5,754,1.4,3.8,75,7.1,국내산,냉동보관,없음,
2026-04-26,일,석식,6,석박지,김치류,42,5.5,10.5,5,202,2.8,0.7,114,4.6,국내산,냉장보관,"계란,밀",
2026-04-26,일,석식,7,오이소박이,김치류,-4,27,11.5,5,368,2.5,2.5,94,2.1,중국산,냉동보관,없음,
2026-04-26,일,석식,8,젤리,후식/음료,67,8.6,24.9,5,497,6,2.3,110,7,국내산,냉동보관,없음,
2026-04-27,월,조식,1,찰밥,주식,342,32.7,23,5,892,8.5,1,64,6.2,국내산,냉동보관,"밀,대두,새우",
2026-04-27,월,조식,2,콩나물국,국/찌개,66,13,16,5,789,1.7,1.8,109,1.6,중국산,상온보관,없음,
2026-04-27,월,조식,3,참치전,주찬,269,14.2,5,41.8,731,2.9,2.6,12,3,중국산,냉동보관,"밀,대두,새우",
2026-04-27,월,조식,4,양배추무침,부찬,81,10,8.3,5,331,7.1,5.8,86,6.9,국내산,냉장보관,없음,
2026-04-27,월,조식,5,풋고추볶음,부찬,79,13.6,4.3,5,874,7,2.5,50,5.7,미국산,상온보관,우유,
2026-04-27,월,조식,6,동치미,김치류,23,7.6,11.9,5,397,7,2.9,86,5.1,국내산,냉장보관,없음,
2026-04-27,월,조식,7,백김치,김치류,1,27.4,12.5,5,436,3.8,1.3,60,7,국내산,냉장보관,"밀,대두,새우",
2026-04-27,월,조식,8,두유,후식/음료,63,31.6,4.7,5,396,8.2,5.1,91,3.1,국내산,상온보관,대두,
2026-04-27,월,중식,1,콩밥,주식,326,9.8,17.1,33.2,778,4,3.3,11,6.4,국내산,상온보관,대두,
2026-04-27,월,중식,2,갈비탕,국/찌개,71,18.2,14.5,5,771,1.6,1.9,65,7.6,국내산,냉장보관,없음,
2026-04-27,월,중식,3,낙지볶음,주찬,245,8.5,16.9,14.7,588,4.2,5.1,17,3.6,국내산,냉동보관,대두,
2026-04-27,월,중식,4,당근무침,부찬,50,13.6,24.9,5,202,2,5.5,77,0.7,국내산,상온보관,"대두,밀",
2026-04-27,월,중식,5,호박볶음,부찬,50,29.9,13.9,5,789,9.6,1.9,32,6.3,국내산,냉장보관,없음,
2026-04-27,월,중식,6,깍두기,김치류,24,24.8,3.2,5,597,8,1.4,73,4,국내산,냉동보관,"대두,밀",
2026-04-27,월,중식,7,파김치,김치류,-12,31.5,11.5,5,172,7.4,1.8,81,1.2,국내산,냉장보관,없음,
2026-04-27,월,중식,8,과일(사과),후식/음료,117,6.4,17.7,5,490,4.1,5.4,25,6.5,호주산,상온보관,없음,
2026-04-27,월,석식,1,쌀밥,주식,334,28.4,24.7,5,620,1.5,3.2,115,7,미국산,냉동보관,없음,
2026-04-27,월,석식,2,콩나물국,국/찌개,102,12.8,15.8,5,286,5.5,2.5,6,6.1,국내산,냉동보관,대두,
2026-04-27,월,석식,3,햄볶음,주찬,237,12.6,5.5,34.3,540,8.5,5.3,107,1.4,국내산,냉장보관,"대두,밀",
2026-04-27,월,석식,4,취나물,부찬,87,29,3.3,5,840,9,2.5,85,7.1,호주산,냉장보관,없음,
2026-04-27,월,석식,5,콩조림,부찬,76,27.9,13.6,5,541,4.9,3.3,12,4.1,국내산,냉장보관,우유,
2026-04-27,월,석식,6,오이소박이,김치류,0,34,23.9,5,615,1.8,5.5,53,1.3,국내산,상온보관,"우유,계란",
2026-04-27,월,석식,7,깍두기,김치류,8,29.7,16.8,5,693,7.9,4.5,17,6.9,미국산,냉장보관,없음,
